	Adrenal-exp_g	Adrenal-exp_n	Adrenal-exp_t	Adrenal-l2fc_gtex	Adrenal-l2fc_normal	Adrenal-num_g	Adrenal-num_n	Adrenal-num_t	Bladder-exp_g	Bladder-exp_n	Bladder-exp_t	Bladder-l2fc_gtex	Bladder-l2fc_normal	Bladder-num_g	Bladder-num_n	Bladder-num_t	Brain-exp_g	Brain-exp_n	Brain-exp_t	Brain-l2fc_gtex	Brain-l2fc_normal	Brain-num_g	Brain-num_n	Brain-num_t	Breast-exp_g	Breast-exp_n	Breast-exp_t	Breast-l2fc_gtex	Breast-l2fc_normal	Breast-num_g	Breast-num_n	Breast-num_t	Colon-exp_g	Colon-exp_n	Colon-exp_t	Colon-l2fc_gtex	Colon-l2fc_normal	Colon-num_g	Colon-num_n	Colon-num_t	Esophagus-exp_g	Esophagus-exp_n	Esophagus-exp_t	Esophagus-l2fc_gtex	Esophagus-l2fc_normal	Esophagus-num_g	Esophagus-num_n	Esophagus-num_t	Kidney-exp_g	Kidney-exp_n	Kidney-exp_t	Kidney-l2fc_gtex	Kidney-l2fc_normal	Kidney-num_g	Kidney-num_n	Kidney-num_t	Liver-exp_g	Liver-exp_n	Liver-exp_t	Liver-l2fc_gtex	Liver-l2fc_normal	Liver-num_g	Liver-num_n	Liver-num_t	Lung-exp_g	Lung-exp_n	Lung-exp_t	Lung-l2fc_gtex	Lung-l2fc_normal	Lung-num_g	Lung-num_n	Lung-num_t	Pancreas-exp_g	Pancreas-exp_n	Pancreas-exp_t	Pancreas-l2fc_gtex	Pancreas-l2fc_normal	Pancreas-num_g	Pancreas-num_n	Pancreas-num_t	Prostate-exp_g	Prostate-exp_n	Prostate-exp_t	Prostate-l2fc_gtex	Prostate-l2fc_normal	Prostate-num_g	Prostate-num_n	Prostate-num_t	Skin-exp_g	Skin-exp_n	Skin-exp_t	Skin-l2fc_gtex	Skin-l2fc_normal	Skin-num_g	Skin-num_n	Skin-num_t	Stomach-exp_g	Stomach-exp_n	Stomach-exp_t	Stomach-l2fc_gtex	Stomach-l2fc_normal	Stomach-num_g	Stomach-num_n	Stomach-num_t	Testis-exp_g	Testis-exp_n	Testis-exp_t	Testis-l2fc_gtex	Testis-l2fc_normal	Testis-num_g	Testis-num_n	Testis-num_t	Thyroid-exp_g	Thyroid-exp_n	Thyroid-exp_t	Thyroid-l2fc_gtex	Thyroid-l2fc_normal	Thyroid-num_g	Thyroid-num_n	Thyroid-num_t	Uterus-exp_g	Uterus-exp_n	Uterus-exp_t	Uterus-l2fc_gtex	Uterus-l2fc_normal	Uterus-num_g	Uterus-num_n	Uterus-num_t	l2fc_gtex	l2fc_normal
SEMA7A	7.2201201337		10.5213921701	3.30225133991		125	0	76	7.04102086884	10.3869798048	10.5765664812	3.53554561232	0.189586676376	9	19	407	9.78152071113	11.0181569399	10.0930059576	0.311485246504	-0.92515098229	929	5	689	6.58528162731	7.20432972033	8.51577435446	1.93048555782	1.31110055504	178	112	1097	6.73199754713	8.55237921661	8.6322694475	1.90031061376	0.0799289442739	303	51	382	7.529061319	7.80578710141	8.8813784257	1.35234071359	1.07309521163	271	12	182	6.65101122941	7.32617895068	8.27671858144	1.62570735203	0.950519390707	27	72	529	6.55072622695	6.87791477198	8.61198958342	2.06120328865	1.73397252397	110	50	371	8.18371041547	9.19468014743	9.600546712	1.41683629652	0.405866564568	287	59	515	5.49989281678	12.4711532366	11.7110257907	6.21113297391	-0.905276652086	165	4	179	6.6242467966	7.17380226355	6.69466500618	0.070417214193	-0.479137257374	100	51	495	8.83773942762	11.3286475332	10.8370933662	1.99935391964	-0.491554167055	556	1	467	6.78644003434	8.62357792578	9.28048689346	2.49404685911	0.655668678644	173	36	413	10.9328927808		10.0281521439	-0.904730113896		165	0	154	5.73683361856	5.9496858736	7.75528098667	2.01845659018	1.80560438786	278	59	512	6.53923283637	8.38148451321	8.73196772352	2.19240681625	0.350483210305	78	23	181	1.96491973873	0.270034943341
CD109	7.04776940032		7.0273583617	-0.0201373880763		125	0	76	8.70295790975	10.2987847355	9.93276784227	1.22980993252	-0.366016893262	9	19	407	7.85689790222	8.10114540967	8.2866159338	0.429718031582	0.185470524125	929	5	689	9.71692573226	11.0010703696	10.582662064	0.865724167657	-0.418408331646	178	112	1097	9.59432732025	9.05221512922	8.53511577316	-1.05920467547	-0.517092484435	303	51	382	10.6877123984	9.51488593294	11.8731014543	1.18565912736	2.34377493278	271	12	182	8.52962572994	10.4598184154	12.231833587	3.70220785703	1.77201357946	27	72	529	5.95926831206	6.38399347618	8.52692376087	2.56762339164	2.14293027236	110	50	371	10.1164236637	11.2630760115	10.2316432455	0.115219581838	-1.03143276598	287	59	515	6.16493001895	10.222078193	11.3094385471	5.14450852819	1.05785551171	165	4	179	8.09820708982	9.98638450293	9.06779464536	0.969586980918	-0.918589857568	100	51	495	10.7529514489	10.061566391	11.5110473274	0.758095470336	1.44948093642	556	1	467	7.06272982647	9.44147798868	9.59709102323	2.53436119676	0.140791056158	173	36	413	8.02462968209		9.55222302141	1.52761275212		165	0	154	7.56253400004	7.83508036682	10.0655855029	2.50305953713	2.23051375214	278	59	512	10.3831804107	11.3291429529	9.04280008477	-1.34038163152	-2.28634286809	78	23	181	1.07762305414	-0.112612918552
CSF2RA	6.16297143074		6.43919364764	0.280271275984		125	0	76	6.33119031817	8.18152188713	7.57613645824	1.24494614007	-0.605385428893	9	19	407	6.55363802252	8.23226462281	9.18799647139	2.63435844887	0.955731848583	929	5	689	7.00651166267	8.6299733756	8.24440173932	1.23788895335	-0.385599273004	178	112	1097	5.94502579264	8.19218418515	7.39958323514	1.45455905429	-0.792599338218	303	51	382	5.8286138798	6.44526582762	7.39988365838	1.57127057854	0.949416720983	271	12	182	6.01764355032	6.39934147737	9.24849221388	3.23084866356	2.84913297151	27	72	529	5.48831251502	6.47138419237	6.93291348174	1.44459599903	0.46115038802	110	50	371	8.72861889073	10.1235450345	9.70895570618	0.980336815454	-0.414589328325	287	59	515	4.96144863931	10.519991419	9.63230932991	4.67086069061	-0.898646357416	165	4	179	5.80779343673	7.08117079431	6.8828495835	1.07504529442	-0.198321210808	100	51	495	6.03038759257	9.32249988967	8.22095728829	2.19056759612	-1.10154260137	556	1	467	5.43578756432	7.59603228444	8.23304177496	2.79725421064	0.63657931489	173	36	413	4.09688402791		8.38604787109	4.28917576972		165	0	154	5.43124721209	6.53970320479	7.72671997177	2.29546989014	1.18701744285	278	59	512	4.66529165069	7.01826321384	6.88786519454	2.22213214749	-0.130398019303	78	23	181	1.88091908733	-0.291960241906
KIT	4.87178732303		8.58267427594	3.71088868208		125	0	76	9.82850756352	10.5190913969	7.8476433084	-1.98086425513	-2.67144808851	9	19	407	9.40197784257	10.3053257594	9.09058610865	-0.311391733916	-1.21473965079	929	5	689	10.537120465	13.3715794105	9.51946319199	-1.01765769775	-3.85264331054	178	112	1097	9.75422702055	10.4657631658	7.95262052281	-1.80159923921	-2.51313538448	303	51	382	8.55902165019	11.6451462188	8.42147542777	-0.137516674256	-3.22650477583	271	12	182	9.70079121393	10.9936586472	9.31558349675	-0.385207717179	-1.67817962637	27	72	529	5.74000529722	6.07147365974	6.25294726319	0.512905466951	0.181462783895	110	50	371	9.84381983248	11.8686995169	11.0178326523	1.1740128198	-0.85086686457	287	59	515	7.28589217441	9.53049594461	10.0635832016	2.77769102721	0.533008037217	165	4	179	8.5644366113	9.63001757632	8.0208339388	-0.543717551182	-1.60918363752	100	51	495	10.2616815825	7.88325387307	9.83063969323	-0.431041915902	1.94738582016	556	1	467	10.4083140718	11.1300994422	8.92588784462	-1.48242622722	-2.20518721594	173	36	413	8.00378594365		11.4768806091	3.47334911866		165	0	154	10.0563843662	12.4310796064	9.40592989387	-0.650449715473	-3.02514488413	278	59	512	8.71115285828	10.0470472753	7.31581935429	-1.3956313659	-2.73122792104	78	23	181	-0.40812481654	-2.35916130021
LIFR	10.5543275286		9.86405667791	-0.689676289163		125	0	76	11.1786089168	11.4557062766	8.82719433349	-2.35141458334	-2.62851194315	9	19	407	11.2725284087	11.4241656611	12.7810470617	1.508518653	1.3568814006	929	5	689	12.3125412794	13.0883932251	10.1938235658	-2.11871779495	-2.8945707702	178	112	1097	10.4342676391	10.5028418405	6.68820042284	-3.74605803439	-3.81463223575	303	51	382	9.60501416567	13.6715724989	9.69111321971	0.0861040913532	-3.98149200385	271	12	182	10.8464937945	12.2852441089	12.3062562676	1.45976247315	0.0210121521307	27	72	529	10.5648664547	11.6931657377	8.64282788399	-1.92212326642	-3.05036690098	110	50	371	11.8306865024	13.6492867882	11.6111784761	-0.219508026347	-2.0381083121	287	59	515	10.9808941568	10.7498331754	10.2286286652	-0.752265491655	-0.629495093359	165	4	179	11.3772998758	13.0325801738	12.5628475914	1.18527795329	-0.469732582455	100	51	495	10.5460996856	9.79552679617	7.6836378467	-2.86246185688	-2.11188894947	556	1	467	11.7903009451	11.3191322272	9.75748006827	-2.0328208768	-1.56170593325	173	36	413	10.2294298772		9.94311416673	-0.286191363788		165	0	154	12.0061123858	12.6004682389	10.4306564327	-1.57546564012	-2.16980739075	278	59	512	12.4272249201	13.1911570521	9.54614617858	-2.88130261543	-3.64501087354	78	23	181	-1.16386556589	-2.39915966695
IFNGR1	10.90060278		11.624719529	0.724927018326		125	0	76	10.7010509448	12.372563642	12.0421462529	1.3410953081	-0.330417389025	9	19	407	10.5742987415	10.5906767081	11.8904460151	1.31614727359	1.29976930698	929	5	689	11.8151457968	12.6343476366	11.7857294128	-0.029425120993	-0.848621948634	178	112	1097	10.6313953854	12.7086357056	12.0873837865	1.45600106198	-0.621239258264	303	51	382	10.8135425709	12.0922201015	12.5595712884	1.74602892877	0.467290094108	271	12	182	10.2858645134	10.9545384537	12.4559614166	2.17009690322	1.50142174212	27	72	529	11.073716406	11.7021961129	11.7845897962	0.710843805032	0.0823211169122	110	50	371	12.5737169187	13.5460416531	12.6577019106	0.0839849918969	-0.88833974249	287	59	515	10.4504434076	13.3901142788	12.767926964	2.31748355645	-0.625681603113	165	4	179	10.8145277986	12.2154823959	11.9288927538	1.1143538218	-0.286589642122	100	51	495	11.0804191232	11.6164134827	10.8544000429	-0.226019289177	-0.762013439791	556	1	467	10.8929637034	11.8558847949	12.3329751864	1.44001148296	0.476470033293	173	36	413	9.61343702781		10.8500769731	1.23664623503		165	0	154	10.9745183448	11.7770016522	12.522294981	1.54777538321	0.745293396741	278	59	512	10.7107447453	12.0434754117	11.1643763891	0.453630986626	-0.879099022564	78	23	181	1.27639675431	-0.475828323644
ITGAL	6.48599131867		6.69722381173	0.211586703036		125	0	76	7.64908629164	10.0861241765	8.45112055159	0.802034259951	-1.6350036249	9	19	407	6.50670359709	7.28185483332	8.07163052331	1.56492692623	0.789775689989	929	5	689	7.46548467395	9.19297754569	10.0164002151	2.5509077238	0.823422606113	178	112	1097	7.11805892353	10.2469983244	8.60772355325	1.48966463548	-1.63927476538	303	51	382	7.43542977293	9.05516389446	9.14589171082	1.71061081599	0.0338575027174	271	12	182	7.12150960255	7.51180327107	10.923653873	3.80214427046	3.4118505897	27	72	529	10.0410005582	10.2515108396	10.6117241451	0.570722569102	0.360203700449	110	50	371	10.6678258368	12.4251920968	10.8689086931	0.201082856283	-1.55628340368	287	59	515	6.22753368498	11.644162244	10.2242967703	3.9967630853	-1.44020291708	165	4	179	7.4805058237	8.39269089493	8.24537017095	0.761830208816	-0.147320723989	100	51	495	6.06090416159	12.6207711384	9.65391363204	3.59300900905	-2.96685750631	556	1	467	8.05728654489	9.53388998646	10.1243854696	2.06709892468	0.571252836355	173	36	413	6.15235389057		10.5271365322	4.37499495174		165	0	154	7.46590834604	8.59862394879	8.71714484259	1.25123951314	0.118523911059	278	59	512	6.63096561162	9.08280616469	8.85665270076	2.22559964513	-0.226153463931	78	23	181	1.63776887111	-0.18673709396
ITGAM	8.58379771048		7.09643978234	-1.48627293862		125	0	76	7.83882559147	8.84193335212	8.11401796257	0.275192371101	-0.727915389548	9	19	407	7.57877220533	8.53836047748	9.21929069725	1.64051849193	0.680930219766	929	5	689	7.84087855079	9.12431990674	9.55405833201	1.71315065582	0.429738408135	178	112	1097	7.8413586332	9.25281957406	7.9221605508	0.080813978087	-1.33064696277	303	51	382	6.51540379304	7.37180238465	8.30061128249	1.78541402539	0.928530477142	271	12	182	7.53477831262	7.33873390401	10.1679386286	2.63316031597	2.82916114729	27	72	529	7.81042294369	8.03854815874	8.32649218151	0.516027562575	0.287835358064	110	50	371	10.2388548742	11.663051336	10.5027849647	0.263930090549	-1.16026637132	287	59	515	7.01585412336	11.3675500024	10.7086766383	3.69282251498	-0.662176999814	165	4	179	7.05381137746	7.79140464645	7.59984116899	0.54599549431	-0.191563477462	100	51	495	6.71009595746	10.0090883781	8.87737056832	2.16727301002	-1.13171780981	556	1	467	7.3877240427	8.38692935915	8.85210284368	1.46437880098	0.465060964819	173	36	413	6.66585414004		9.11181553723	2.44599450235		165	0	154	6.92833589056	7.50259263554	9.14369893294	2.21535884249	1.64110686295	278	59	512	7.30941471621	8.29449997774	7.94344090541	0.634010074557	-0.351059072331	78	23	181	1.55244864645	-0.271311274897
ITGAX	7.6796397656		7.67409855359	-0.00522827613554		125	0	76	7.40349599234	8.75002243425	8.95798660511	1.55449061277	0.207964170858	9	19	407	9.01967376788	9.08053297663	9.84833926278	0.8286654949	0.767806286154	929	5	689	8.05198239127	8.40176168412	9.62884651284	1.57685947567	1.22706139856	178	112	1097	7.90739002896	8.52501656843	9.00826402004	1.10087479049	0.48324825103	303	51	382	7.81892997759	7.46591637042	9.51618457587	1.69726335696	2.04415199684	271	12	182	7.95453216357	5.98535456927	10.5245845997	2.57005243611	4.53922541663	27	72	529	9.30257396477	8.1464820286	8.99421806069	-0.308390227496	0.847735987849	110	50	371	12.508852801	12.0597743036	11.0223893423	-1.48646345874	-1.03738496129	287	59	515	7.44363915734	12.8504518595	11.0434643787	3.59982522133	-1.83575415671	165	4	179	8.21806973358	7.74972742064	8.39531350617	0.177228345284	0.645586085533	100	51	495	6.90309626945	11.1798377286	9.99742484465	3.0943193655	-1.18241288394	556	1	467	7.77784540752	8.25977651024	10.0642245642	2.28637915673	1.79949665548	173	36	413	5.64816674149		10.427484963	4.77932282263		165	0	154	7.76989717272	7.97533439864	9.31331638499	1.54342284517	1.33798563249	278	59	512	7.40175877648	8.14300734451	8.97935299601	1.57759173438	0.836345651498	78	23	181	1.56567504422	0.706696185843
TNFRSF1A	12.3859532896		12.635427799	0.249567808406		125	0	76	11.6527020897	13.2047078446	13.3086523496	1.65595025984	0.103944504967	9	19	407	9.90552523101	10.3124049286	11.3516967114	1.44617148038	1.03929178279	929	5	689	12.1641548049	12.3507267371	12.3514004084	0.1872236835	0.000660726796823	178	112	1097	12.0257567366	13.2896633744	12.2857709041	0.260014172554	-1.0038924653	303	51	382	11.9477196841	12.5177923302	12.7500090511	0.802290009845	0.231233249403	271	12	182	12.1914173411	11.4565961866	13.1580439212	0.96662658011	1.70141892861	27	72	529	12.8659108435	13.1825555679	12.9530617602	0.0871303819792	-0.229495257351	110	50	371	12.332715044	13.2935905934	13.2141876119	0.881472567917	-0.0794029814108	287	59	515	11.0387606515	13.2021807044	13.5261172838	2.48735663231	0.308930666575	165	4	179	11.6955175806	12.3163610708	11.9682667855	0.272430239188	-0.348094285265	100	51	495	11.9396297368	11.8742575425	12.1470448296	0.207414878153	0.272787287098	556	1	467	11.6578060224	12.7660272052	12.5791463857	0.921340363311	-0.186884567336	173	36	413	10.0091664073		11.8293084703	1.82017626158		165	0	154	11.8602804495	11.8881713311	13.2273245542	1.36704486842	1.33915421464	278	59	512	11.9690318987	13.0304750556	12.4802881102	0.51123356347	-0.550186945417	78	23	181	0.841881288881	-0.039371127307
IL1R1	12.3858658964		12.0004765343	-0.385173037936		125	0	76	11.7355472524	12.2014602934	11.5489068689	-0.186640383485	-0.652553424511	9	19	407	8.53705474104	7.79441391841	8.07882217086	-0.458232570183	0.284408252447	929	5	689	12.3277371387	12.6416109967	11.4779126041	-0.849841122678	-1.16369849786	178	112	1097	11.2137843549	11.3543160682	10.2611013534	-0.952680553969	-1.09321226732	303	51	382	10.9842923819	12.2174193322	11.7216505156	0.737441235952	-0.517382700322	271	12	182	11.0704785377	11.5058064479	11.8442248235	0.773746285727	0.338413603147	27	72	529	12.0746254982	12.5450812632	12.0756843127	0.00105135662288	-0.469472746194	110	50	371	13.0009092101	13.7368410474	12.9487461185	-0.0521630915796	-0.788094928887	287	59	515	11.1118374739	13.6317002445	13.3215425121	2.20970503816	-0.317999175613	165	4	179	12.2024272021	13.7691469317	13.3113185134	1.10888167817	-0.457828418256	100	51	495	11.6158020266	9.68623751739	9.6598937142	-1.95590848518	-0.0263438031929	556	1	467	11.5432440301	11.7753005072	11.8921269359	0.348882905731	0.116825680066	173	36	413	10.0126850112		9.68283959365	-0.329800554644		165	0	154	11.936445944	11.9563258906	12.1546623363	0.218216534878	0.198336649335	278	59	512	10.8395557643	12.7769147559	11.5432896169	0.703241010622	-1.23362513898	78	23	181	-0.0255558674784	-0.493427723258
IL1R2	7.31167712423		7.83755500626	0.526700433574		125	0	76	6.34748480729	6.32958121184	6.49903483008	0.15155002279	0.16945361824	9	19	407	3.54534323761	1.65418657272	3.54239392081	-0.00294931679678	1.88820734809	929	5	689	5.54347059475	4.97788899238	4.57864004144	-0.964912359979	-0.399254122606	178	112	1097	7.71780967753	11.1587746654	7.81217178646	0.0943621701233	-3.34660281771	303	51	382	10.1070084492	8.56310206418	8.74390507027	-1.36303838097	0.175621273952	271	12	182	7.19257185635	8.27120139702	7.54167597093	0.349104114582	-0.729528186109	27	72	529	7.28665452617	7.99653150771	8.69923550892	1.41257990478	0.702303644825	110	50	371	9.13362335569	6.7799884249	7.15017862573	-1.98344472996	0.370190200824	287	59	515	5.28082985313	7.73757719855	9.56254286285	4.28171300972	1.68632318848	165	4	179	5.44890861588	5.97241150698	4.42652135125	-1.02239204407	-1.54589015574	100	51	495	8.87560391581	7.0364423635	5.08370857399	-3.79189536706	-1.9527337895	556	1	467	7.48307106441	9.97721634719	8.47206052798	0.988989463572	-1.5324450028	173	36	413	3.85702856404		6.35985039008	2.50317668256		165	0	154	5.39205213022	5.125022822	5.8740974197	0.482046571602	0.749078656209	278	59	512	5.1627858851	6.57850902255	7.60826038887	2.44484951772	1.02975136633	78	23	181	0.250327068686	-0.114900252183
IL2RB	4.85234321785		6.13094386403	1.27873296803		125	0	76	5.89690016687	9.27568203885	8.65121651188	2.75431634501	-0.624465526971	9	19	407	4.03806526376	4.52591393334	4.89733601334	0.859270749586	0.371422080008	929	5	689	6.23642227627	8.74988361199	9.04624977731	2.80975429558	0.296323790403	178	112	1097	5.61176850643	9.96747968159	8.82093364245	3.20916941753	-1.14654175763	303	51	382	6.99575880879	8.46630941385	9.6798703663	2.68411511949	1.20734492792	271	12	182	5.43064336271	6.1744181948	10.4054703947	4.974827032	4.23058858918	27	72	529	8.65104537939	9.27266479743	8.05032131855	-0.600780382724	-1.22315944825	110	50	371	8.58357662661	10.3415614664	10.1984106305	1.6148340039	-0.143150835905	287	59	515	4.98858708536	10.1222449382	9.44143530027	4.45284821491	-0.695302338119	165	4	179	6.89757824431	8.50746684685	7.9338436633	1.03625394558	-0.573623183551	100	51	495	7.86980384458	11.6689042665	9.43692332828	1.56711579241	-2.23198093821	556	1	467	6.92654607753	10.636737913	10.383910067	3.45736398945	-0.252927852692	173	36	413	5.53931442456		10.034883069	4.4957488051		165	0	154	6.14736120805	8.49752282891	9.15583125643	3.00847328442	0.658318818115	278	59	512	5.68268961483	9.09218758606	8.54788591296	2.8643764252	-0.544301673096	78	23	181	2.78203532029	-0.558962428324
IL3RA	5.84089523708		7.97353963416	2.13264463816		125	0	76	7.34642749883	9.02727967833	8.13851458814	0.792087089308	-0.888765090187	9	19	407	6.62591686641	6.75059419147	7.1372478906	0.511331024186	0.386653699123	929	5	689	8.88637262043	8.82608028599	8.13943964613	-0.746934505156	-0.686642588797	178	112	1097	7.58483926089	9.17853804529	8.14305954691	0.558222011859	-1.03547677254	303	51	382	6.81128705236	7.39450611987	7.35012423203	0.538843037166	-0.0470969676241	271	12	182	7.42132365767	7.63243637092	10.003416228	2.58209257028	2.37091367503	27	72	529	5.2877290588	6.16829184972	8.14309053606	2.85527516171	1.97463981946	110	50	371	9.30257951245	10.7344403474	8.90926301906	-0.393316493386	-1.82517732837	287	59	515	6.69063352754	9.4447505265	9.40938003297	2.71874650543	-0.102707507511	165	4	179	7.42995947656	7.76548113693	7.62581132027	0.195848162897	-0.139669816664	100	51	495	7.31768915392	9.66593484672	7.59895669337	0.281267413591	-2.06697815335	556	1	467	7.41047065909	8.06218339107	8.22112270895	0.810652049858	0.158929968601	173	36	413	5.94302175255		8.38080850534	2.43778678169		165	0	154	7.89357270038	7.51246392216	8.77954961812	0.885981278844	1.2670902277	278	59	512	7.72629688938	9.36248041456	7.94887335316	0.222575878211	-1.41360706141	78	23	181	0.675154550583	-0.41315620273
IL4R	11.0950785541		9.35523820834	-1.73905805786		125	0	76	11.5430514306	12.6165456527	12.5753218775	1.03227044685	-0.0412237752813	9	19	407	9.07987404925	8.67791107937	9.26805970969	0.188185660434	0.590148630318	929	5	689	10.8385102962	11.4702591491	11.1302557552	0.29174017416	-0.340025421658	178	112	1097	12.1032852719	12.6765059656	11.8984025658	-0.204882642927	-0.778103336642	303	51	382	11.9549201616	12.1171451834	12.1485511892	0.193655558843	0.030612229714	271	12	182	10.8756278179	9.71649697802	12.0126997109	1.13707189301	2.29600577376	27	72	529	12.6213450915	11.8238362744	11.8198590691	-0.801487482927	-0.00464208473515	110	50	371	12.5991019657	12.6682431876	12.4092117016	-0.189890264055	-0.259031485953	287	59	515	10.3662010916	13.5289038707	13.0193478218	2.65314673016	-0.536862076904	165	4	179	11.2415807292	11.4590214938	10.7870470965	-0.454559695455	-0.671974397343	100	51	495	10.2892653805	11.8672548917	10.286381161	-0.00288566096661	-1.58087373073	556	1	467	11.1932146927	12.0528755898	11.9022032358	0.708988543078	-0.150681224058	173	36	413	10.0258876157		11.7370233031	1.71113569477		165	0	154	10.1748581606	10.4715824974	11.6647304786	1.48987078431	1.19314837589	278	59	512	11.1250132751	11.4596360055	10.5594281062	-0.565586446691	-0.900207899267	78	23	181	0.190920609638	-0.299528453806
IL5RA	0.89170966226		0.782061692919	-0.109617025496		125	0	76	2.67935423834	4.03041698851	2.13621139499	-0.543142843356	-1.89420559352	9	19	407	2.03214835874	3.14884066436	0.999533258127	-1.03261510061	-2.14930740623	929	5	689	2.23299422319	3.58612691962	2.98514821792	0.752148827972	-0.601021123982	178	112	1097	2.936438958	5.0200994277	2.15937538432	-0.777062893012	-2.86072336271	303	51	382	2.69351411472	4.8109008915	2.55378500236	-0.139444818102	-2.27656394986	271	12	182	2.44761635302	4.23189445934	3.1247450238	0.677128670784	-1.1083038064	27	72	529	1.76752839107	2.69789706833	1.15756396546	-0.609989052899	-1.54075070018	110	50	371	5.5049467702	8.69358017159	5.69541385789	0.190467087686	-2.9981663137	287	59	515	1.88489870124	4.04623770951	4.12013543971	2.23523673847	0.0234447916457	165	4	179	4.64750011343	5.97089368649	6.34589571432	1.69833996931	0.375002027837	100	51	495	2.70231213046	3.77867972684	2.02961650482	-0.672710508099	-1.74906322202	556	1	467	3.31959329898	4.92919990491	3.60614459642	0.286551297434	-1.32714771995	173	36	413	4.87449767704		2.54427519429	-2.33022015385		165	0	154	1.97595100227	4.08464532457	2.31057803057	0.334635420943	-1.77405661815	278	59	512	2.46151980995	5.33319361853	3.84131034128	1.37979052977	-1.49188327725	78	23	181	0.0404250310951	-1.76155992009
IL7R	8.10785691292		10.0973558653	1.98961149062		125	0	76	7.71485362357	10.1079467134	8.82643398309	1.11158035952	-1.28151273033	9	19	407	4.38562010443	5.86457034431	5.43240024238	1.04678013795	-0.432170101937	929	5	689	7.71979423877	9.58961792487	9.29228402274	1.57248960379	-0.297410039371	178	112	1097	7.63503465156	10.1072941777	9.53256276949	1.89753256533	-0.574726960799	303	51	382	8.04984694222	9.80976941816	10.2280302002	2.17820846002	0.417809662493	271	12	182	6.45171236989	7.32905903739	10.240793625	3.78908125511	2.91172022654	27	72	529	7.60730944808	8.56154444051	7.82053832278	0.213188558342	-0.741299044976	110	50	371	12.0482348575	13.6859635394	11.3113640373	-0.736870820209	-2.37459950205	287	59	515	6.8654178741	12.0685098041	10.8928735872	4.02745571311	-1.23290953493	165	4	179	7.89052937522	8.88127523561	8.57947799968	0.688817062045	-0.301797235928	100	51	495	6.84057795807	11.8403304488	8.20603153472	1.36544378128	-3.63429891404	556	1	467	9.19355422505	9.72120744206	10.1409636025	0.9474093774	0.419327279029	173	36	413	7.38152300694		9.22752699321	1.8460043919		165	0	154	8.16829745185	9.11452146869	8.2473845668	0.0791359355045	-0.867084280573	278	59	512	6.34857231582	7.7933619279	7.89307657081	1.54448527056	0.0997146429108	78	23	181	1.45496452592	-0.658013002888
ANPEP	8.75039272512		6.58242646686	-2.1679656376		125	0	76	9.14346554094	10.1977752193	8.98780027732	-0.155665263616	-1.20997494199	9	19	407	6.77265974943	6.02371437572	6.79647846951	0.0238187200762	0.772764093785	929	5	689	11.7521548898	12.7924254431	10.6852459979	-1.06691254075	-2.1072398406	178	112	1097	9.34360215388	15.7049556686	10.2079420456	0.86434081925	-5.49701269546	303	51	382	8.04900306013	8.14687697738	10.1013539592	2.0524583781	1.95401239688	271	12	182	13.4102840501	14.0233762165	14.3655897412	0.955305691127	0.342198566426	27	72	529	14.22904964	15.1936861839	14.7929368048	0.563884119584	-0.400798401006	110	50	371	11.0664608023	11.9359106961	10.4369083076	-0.629552494742	-1.49900238853	287	59	515	15.3972738803	13.2825993236	12.7106221562	-2.68665172402	-0.841028929333	165	4	179	11.0504789335	13.8732988256	12.7691586083	1.71866988433	-1.10414021728	100	51	495	10.9295862436	9.15319775537	9.24638695424	-1.68320010335	0.0931891988712	556	1	467	8.14769588727	10.9315103321	11.620601507	3.47290561976	0.689016473304	173	36	413	7.31328899346		10.0377082335	2.72455164801		165	0	154	8.95336056857	7.79347643532	8.85521309893	-0.0981142877433	1.06177013972	278	59	512	6.49374638122	8.17451055782	9.61243960637	3.11858497595	1.43792904855	78	23	181	0.29385141983	-0.620913665169
IL6ST	12.8189189336		13.0800463673	0.261747034208		125	0	76	12.2474523952	13.6663698723	11.8357252767	-0.411727118453	-1.83064459552	9	19	407	12.5275816493	12.7600297056	13.2792695296	0.751687880322	0.519239824052	929	5	689	13.0101781643	14.6341637668	14.2716613264	1.26147900871	-0.362509753563	178	112	1097	12.1440219938	12.8776751595	11.6107461419	-0.533273851896	-1.26692701755	303	51	382	11.540934436	13.9384935793	13.026395017	1.48546141949	-0.912136514069	271	12	182	12.272286874	13.7635928347	14.3462676466	2.07398077257	0.582664461355	27	72	529	12.9779981703	14.1284453402	13.5808394692	0.602784967519	-0.547616926244	110	50	371	13.1021606024	14.5214371162	13.6139177573	0.511757154964	-0.907519358856	287	59	515	11.7783001673	14.1186734966	13.6800592538	1.90175908648	-0.438633694429	165	4	179	12.2577012009	13.9250599999	12.9999732032	0.742194320333	-0.925086796662	100	51	495	11.4482999774	12.9632420045	12.7364909428	1.28818792703	-0.226751061692	556	1	467	12.1060733447	13.4855847186	13.0642935399	0.958220195208	-0.421490045736	173	36	413	10.6857064656		12.1846810576	1.49905836942		165	0	154	12.6605987172	13.6569624718	14.1080674007	1.44746952017	0.451105765863	278	59	512	12.3733652953	14.104742905	11.8065421504	-0.566837557367	-2.29820075451	78	23	181	0.854954037765	-0.72756814255
