	Adrenal-exp_g	Adrenal-exp_n	Adrenal-exp_t	Adrenal-l2fc_gtex	Adrenal-l2fc_normal	Adrenal-num_g	Adrenal-num_n	Adrenal-num_t	Bladder-exp_g	Bladder-exp_n	Bladder-exp_t	Bladder-l2fc_gtex	Bladder-l2fc_normal	Bladder-num_g	Bladder-num_n	Bladder-num_t	Brain-exp_g	Brain-exp_n	Brain-exp_t	Brain-l2fc_gtex	Brain-l2fc_normal	Brain-num_g	Brain-num_n	Brain-num_t	Breast-exp_g	Breast-exp_n	Breast-exp_t	Breast-l2fc_gtex	Breast-l2fc_normal	Breast-num_g	Breast-num_n	Breast-num_t	Colon-exp_g	Colon-exp_n	Colon-exp_t	Colon-l2fc_gtex	Colon-l2fc_normal	Colon-num_g	Colon-num_n	Colon-num_t	Esophagus-exp_g	Esophagus-exp_n	Esophagus-exp_t	Esophagus-l2fc_gtex	Esophagus-l2fc_normal	Esophagus-num_g	Esophagus-num_n	Esophagus-num_t	Kidney-exp_g	Kidney-exp_n	Kidney-exp_t	Kidney-l2fc_gtex	Kidney-l2fc_normal	Kidney-num_g	Kidney-num_n	Kidney-num_t	Liver-exp_g	Liver-exp_n	Liver-exp_t	Liver-l2fc_gtex	Liver-l2fc_normal	Liver-num_g	Liver-num_n	Liver-num_t	Lung-exp_g	Lung-exp_n	Lung-exp_t	Lung-l2fc_gtex	Lung-l2fc_normal	Lung-num_g	Lung-num_n	Lung-num_t	Pancreas-exp_g	Pancreas-exp_n	Pancreas-exp_t	Pancreas-l2fc_gtex	Pancreas-l2fc_normal	Pancreas-num_g	Pancreas-num_n	Pancreas-num_t	Prostate-exp_g	Prostate-exp_n	Prostate-exp_t	Prostate-l2fc_gtex	Prostate-l2fc_normal	Prostate-num_g	Prostate-num_n	Prostate-num_t	Skin-exp_g	Skin-exp_n	Skin-exp_t	Skin-l2fc_gtex	Skin-l2fc_normal	Skin-num_g	Skin-num_n	Skin-num_t	Stomach-exp_g	Stomach-exp_n	Stomach-exp_t	Stomach-l2fc_gtex	Stomach-l2fc_normal	Stomach-num_g	Stomach-num_n	Stomach-num_t	Testis-exp_g	Testis-exp_n	Testis-exp_t	Testis-l2fc_gtex	Testis-l2fc_normal	Testis-num_g	Testis-num_n	Testis-num_t	Thyroid-exp_g	Thyroid-exp_n	Thyroid-exp_t	Thyroid-l2fc_gtex	Thyroid-l2fc_normal	Thyroid-num_g	Thyroid-num_n	Thyroid-num_t	Uterus-exp_g	Uterus-exp_n	Uterus-exp_t	Uterus-l2fc_gtex	Uterus-l2fc_normal	Uterus-num_g	Uterus-num_n	Uterus-num_t	l2fc_gtex	l2fc_normal
DCT	5.54132998406		4.17650582748	-1.36481823071		125	0	76	3.76749709293	3.64092408692	0.857838578079	-2.90965851486	-2.78308550884	9	19	407	6.70875811675	6.31723319031	7.01259311562	0.303834998873	0.695359925315	929	5	689	4.33688481441	5.92513684314	2.29960463398	-2.03747796669	-3.62553294576	178	112	1097	4.50600854487	2.92713061738	1.65606986207	-2.84993763746	-1.27105970997	303	51	382	2.54567838216	3.68135995527	1.99154547628	-0.554109132594	-1.6961193598	271	12	182	4.16416588768	4.27252341136	5.5361863749	1.37202048722	1.26303348241	27	72	529	3.91627566901	3.13105105698	2.4767341484	-1.43956144099	-0.655767928988	110	50	371	3.62007837717	4.03910133481	2.89744655782	-0.722631819348	-1.14165477699	287	59	515	5.49630218042	3.52652062296	3.34748273728	-2.14881944314	-0.185433435773	165	4	179	5.00659369753	4.82103389665	3.50299650226	-1.50361282279	-1.31803739439	100	51	495	10.397799299	15.9690244236	14.1551363103	3.75733694308	-1.81388811333	556	1	467	3.14347118623	3.73233636829	2.25402031213	-0.889450874104	-1.47832655025	173	36	413	6.43840331915		2.43253058524	-4.00563714967		165	0	154	4.43415094645	4.9520688235	4.24576260478	-0.188408210288	-0.706305976468	278	59	512	4.75637032472	5.58334027995	2.16610283953	-2.59030002436	-3.41723744042	78	23	181	-1.40218983585	-1.39818197232
PLA2R1	7.88178224455		7.40529704199	-0.476485129319		125	0	76	9.13577019889	9.54669188485	9.21277757451	0.077007375618	-0.33391431034	9	19	407	6.22880893009	5.3576545063	5.55898458692	-0.669824343169	0.201330080619	929	5	689	9.45384260193	11.0474762022	9.44721391205	-0.00664137260049	-1.60026229022	178	112	1097	8.53805927311	9.42887783693	9.01515221388	0.47711142342	-0.413707140402	303	51	382	9.25691272049	9.60149860148	9.90685889236	0.649948578757	0.29409347244	271	12	182	10.4689021584	11.2071685942	9.04909832544	-1.41980383291	-2.15807109374	27	72	529	6.43068267449	6.80228244592	5.18138867546	-1.24932382103	-1.62101836152	110	50	371	8.13348703095	9.15024314808	8.74914796662	0.615660935674	-0.40109518146	287	59	515	6.07190829044	9.45403126409	10.0557284507	3.98382016025	0.601105261974	165	4	179	8.24508122779	9.12687829854	8.96179877948	0.716668909364	-0.165079519069	100	51	495	10.2004591335	5.69760496485	6.56423924169	-3.63621990208	0.866634276849	556	1	467	7.2680442033	8.91547594127	8.85516931791	1.5871251146	-0.0603477556701	173	36	413	6.55040479333		7.54519784845	0.994794718647		165	0	154	11.4829657922	13.0038684234	9.58939062204	-1.8935751678	-3.41447779695	278	59	512	10.0189316538	10.1368141293	8.08207982237	-1.93693550067	-2.05473430693	78	23	181	0.0351830015087	-0.407401160931
LRFN1	4.83422668458		8.28789757272	3.45379789786		125	0	76	5.26486264641	6.16331663973	7.01135649096	1.74649384455	0.848039851231	9	19	407	8.95188095301	10.0327720953	8.87243239939	-0.079448553615	-1.16033969587	929	5	689	6.2537578033	6.62139639015	7.98956943691	1.73580270333	1.36812970551	178	112	1097	5.89144399292	6.49180343186	5.03040014247	-0.861040703369	-1.46140014231	303	51	382	5.42934304949	6.74187433689	7.73063515346	2.30129288277	0.981797297587	271	12	182	5.21463382623	4.96274881971	6.68644392754	1.47181010131	1.72369481694	27	72	529	5.73149035963	5.55869689862	6.24934533179	0.517732779094	0.690648113804	110	50	371	6.68278771955	7.1884783323	6.95669770169	0.273909982138	-0.231780630615	287	59	515	7.43854804358	7.48459958116	6.88481858436	-0.553729459226	-0.602643686626	165	4	179	5.92178616609	7.14036241788	8.54478978975	2.62296730465	1.40442737187	100	51	495	6.00719131399	6.99592411144	7.80174436911	1.79455279374	0.805820257668	556	1	467	6.18487021448	7.31721475125	7.14000135168	0.955131137197	-0.178004919933	173	36	413	5.7517874824		8.08268498357	2.33089936865		165	0	154	5.76654225596	6.29422370128	5.58187330838	-0.184691825144	-0.712349482798	278	59	512	6.461609633	7.77134848143	7.59025399234	1.12730778713	-0.181094489089	78	23	181	1.29955894422	-0.179549704511
EDNRA	7.42435598716		8.01790265646	0.593960778605		125	0	76	9.0986925293	11.513548253	8.60151364656	-0.497178882743	-2.91203460645	9	19	407	7.01657027525	7.49149023402	9.43944286375	2.4228725885	1.94795262974	929	5	689	9.0492319928	10.1629565831	10.2757907067	1.2265572382	0.112834104423	178	112	1097	7.02213771877	7.56808296376	9.11695990721	2.09482226154	1.54887701655	303	51	382	7.69816479975	8.05076382928	9.42542604604	1.72726334361	1.35929715316	271	12	182	7.73366508754	8.71883689628	10.7702993573	3.03663426976	2.05145225825	27	72	529	6.79357589189	6.94501484244	7.30482838846	0.511049104605	0.359785765773	110	50	371	9.94253450928	11.5504676733	10.2787757845	0.336241275183	-1.27169188886	287	59	515	5.95146735955	11.7258312117	11.4503481018	5.49888074224	-0.354866605779	165	4	179	10.2165635662	11.666974832	10.2277118262	0.011071827914	-1.43926300581	100	51	495	8.28195702846	6.48325860975	7.49962260812	-0.782334613867	1.01636399837	556	1	467	7.72453151685	9.028091265	9.92217595221	2.19764443536	0.893961579598	173	36	413	7.83869482896		7.88489656801	0.0465891317537		165	0	154	8.80513093869	8.44685398972	9.36901036027	0.563863524181	0.92216575583	278	59	512	10.489890973	12.4752372509	8.46226082447	-2.02769208872	-4.01297642647	78	23	181	0.578912151393	0.236309935098
NLGN2	10.4429674163		10.205253254	-0.237658272011		125	0	76	11.2451720452	11.5383266222	10.7949931807	-0.450178864543	-0.743333441467	9	19	407	12.380062172	13.057892815	13.0831975832	0.703135411238	0.0253047682293	929	5	689	10.7761760584	10.5572539447	10.3454675443	-0.430720014962	-0.211799358784	178	112	1097	11.2388244999	9.34401679821	8.95512293723	-2.28370147862	-0.388893776947	303	51	382	9.66815225634	9.47824945759	10.5362852655	0.868133018962	1.0576742606	271	12	182	10.2618726749	9.02031614636	10.155781501	-0.106091173966	1.13537415375	27	72	529	9.51413679681	7.97500757891	8.33036934984	-1.18376847579	0.355353341066	110	50	371	10.3385882243	9.76701379323	10.4001726495	0.0615844252246	0.633158856269	287	59	515	9.52313594484	11.171837128	11.3084130881	1.78527714323	0.122917650358	165	4	179	11.259150212	10.8965153724	10.3200603981	-0.939090597341	-0.576454974325	100	51	495	10.2211064034	9.37083363719	10.3620023732	0.140895954493	0.991168736028	556	1	467	9.70767138766	10.0673741553	10.0386595075	0.3309881198	-0.0362536486229	173	36	413	9.22504970488		11.3284142627	2.10336491019		165	0	154	10.0563045527	9.07267557302	10.1703330257	0.114027923419	1.0976574531	278	59	512	12.2416573585	12.5093896758	10.6191664704	-1.62249693329	-1.89022320547	78	23	181	-0.0222533743705	-0.00547444019681
CDH9	0.0		0.0	0.0		125	0	76	0.0	0.0	0.0	0.0	0.0	9	19	407	7.46711953908	9.35639450287	4.31046456562	-3.15665497346	-5.04592993725	929	5	689	0.0	0.0	0.0	0.0	0.0	178	112	1097	0.771521958843	0.0	0.0	-0.771521958843	0.0	303	51	382	0.0	2.1313424438	0.0	0.0	-2.21050077443	271	12	182	5.243804642	6.0324545191	2.20839104268	-3.03541359932	-3.82412514656	27	72	529	0.0	0.0	0.0	0.0	0.0	110	50	371	0.0	0.0	0.0	0.0	0.0	287	59	515	0.0	0.0	0.0	0.0	0.0	165	4	179	0.0	0.0	0.0	0.0	0.0	100	51	495	0.0	0.683406928738	0.0	0.0	-0.683406928738	556	1	467	0.0	0.980164995373	0.0	0.0	-0.980516312807	173	36	413	1.77968042005		0.0	-1.77968042005		165	0	154	0.0	0.0	0.0	0.0	0.0	278	59	512	0.0	0.0	0.0	0.0	0.0	78	23	181	0.0	0.0
MFAP3L	6.87178356883		8.00504508012	1.13338183054		125	0	76	9.79864196964	9.82291419741	9.87594446404	0.0773024944009	0.0530302666279	9	19	407	10.8770543431	10.6738358591	10.9154835416	0.0384291984857	0.241647682463	929	5	689	7.32392449684	9.44192214838	9.06550961274	1.74156941393	-0.376418282475	178	112	1097	7.13033222132	7.86142865904	8.0763448897	0.946012975919	0.214916538191	303	51	382	5.3653376865	7.57541931969	8.35315596988	2.98785101398	0.771723726211	271	12	182	10.0527007236	11.9955425179	11.0496298913	0.996929167759	-0.945924743554	27	72	529	10.695126349	11.6209387452	9.28198876966	-1.41313844458	-2.338971607	110	50	371	6.56005302594	10.0081658994	7.2346580916	0.674605065669	-2.77350780782	287	59	515	6.85893395614	8.45961836997	8.68513711976	1.82620316361	0.179329404737	165	4	179	7.37169182225	9.04546233656	8.39865455405	1.02692075793	-0.646807782507	100	51	495	9.87491440273	9.15319775537	10.1257602098	0.250843173106	0.972562454439	556	1	467	6.48689920594	6.77276377936	7.8328099396	1.34591073367	1.05981934279	173	36	413	11.2032307678		8.00571039472	-3.19752032118		165	0	154	6.80110855991	7.86665187196	7.28437234563	0.483272304563	-0.582270755457	278	59	512	7.59255731291	9.43406794374	9.66835904934	2.07580022782	0.234291105596	78	23	181	0.971471071839	-0.161694007924
SCN4B	7.53895015036		7.02347211978	-0.51546949569		125	0	76	6.80397416687	8.92727243416	6.52416062251	-0.279813544353	-2.40311181165	9	19	407	11.190365087	11.2221942755	10.5930230921	-0.597341994873	-0.629171183342	929	5	689	9.18861032326	11.0125887231	8.0119891487	-1.17667686896	-3.00059985489	178	112	1097	7.4637778675	8.65835340086	6.04881540654	-1.41496165361	-2.60953718697	303	51	382	7.44534792506	8.01762990993	7.22054894133	-0.224798859845	-0.808374892023	271	12	182	7.45369051266	8.21930694801	10.6867742831	3.23308377042	2.46746655743	27	72	529	5.55204569842	5.40094442319	6.98732880386	1.43409099662	1.58599373837	110	50	371	8.91005471522	11.1722350907	7.88050666771	-1.02954804752	-3.291728423	287	59	515	7.73638159884	9.3358134127	9.36760104494	1.6312194461	-0.0158199837966	165	4	179	8.50609236257	8.74550073514	7.72903293186	-0.777062240439	-1.01646780328	100	51	495	7.91720962629	6.50266948485	7.3079312882	-0.609278397993	0.805261803349	556	1	467	7.25628801587	8.57654585678	6.85144002505	-0.404847990817	-1.72527494722	173	36	413	6.53832474761		6.63525605434	0.0969766579865		165	0	154	10.2453808183	10.0557332102	9.50447458868	-0.740907952847	-0.551258612919	278	59	512	7.69190203171	9.43146722984	5.48566757288	-2.20625131793	-3.94579965696	78	23	181	-0.556405745282	-1.37087137525
TIE1	9.26571736057		9.64287847622	0.377164024317		125	0	76	9.60016774339	10.6007963187	9.42682810297	-0.173339640419	-1.17396821573	9	19	407	9.36132485011	9.40436179378	10.1812434196	0.81991856948	0.776881625805	929	5	689	11.2647960293	11.0428192077	9.9242410081	-1.34076970889	-1.1185966253	178	112	1097	9.25448358738	9.80602196063	9.099107669	-0.155300407169	-0.706838780414	303	51	382	8.77435013753	9.85830477892	9.43805019146	0.663726401635	-0.420365340667	271	12	182	10.1879706335	10.7946482607	11.985167287	1.79719665347	1.19051672004	27	72	529	8.92331664181	9.78912492188	10.2188279864	1.29542268595	0.429701204251	110	50	371	11.2567747874	12.5162905868	10.2762000773	-0.980574710053	-2.24009050947	287	59	515	8.11813103597	11.2386178769	11.0754870424	2.95735600641	-0.179563641286	165	4	179	9.49309534799	9.81421794418	9.48498147507	-0.00811850108122	-0.329236469104	100	51	495	9.11669439916	8.34505616724	9.09506481845	-0.0216316357753	0.750008651204	556	1	467	9.14140077755	9.86011435303	10.0855834387	0.944182661175	0.223949709599	173	36	413	8.05301985269		9.14467451868	1.09168054659		165	0	154	10.795424325	10.4493262878	10.9434882417	0.148061448182	0.494162026938	278	59	512	10.7165866969	12.4266165398	9.36632423596	-1.35026282429	-3.06029230387	78	23	181	0.26261273625	-0.374800904886
FLT1	9.3634807447		11.370050895	2.00671305684		125	0	76	9.82118485048	10.9956564489	10.6653781139	0.844193263469	-0.330278334916	9	19	407	11.3085042595	10.7533830524	10.7759623957	-0.532541863878	0.0225793432961	929	5	689	11.3999137961	11.7975880487	10.990658571	-0.409293512881	-0.806942495278	178	112	1097	9.57398534052	10.1289555647	10.510823704	0.93688440101	0.381914176845	303	51	382	8.90034919563	11.631961071	10.9300638121	2.02971645312	-0.702169557828	271	12	182	11.2767027094	12.174575817	14.9121607327	3.63545802322	2.73757848568	27	72	529	9.21862421982	9.97337952209	10.724539892	1.50591566236	0.751154215328	110	50	371	11.332182604	12.3639023484	11.5458692348	0.213686630783	-0.818033113623	287	59	515	9.67677877029	11.6498134578	11.9755905158	2.29881174551	0.319092776301	165	4	179	10.4443953665	10.9808617559	10.4146266784	-0.0298358099138	-0.566235077521	100	51	495	9.27587512763	9.29493120017	9.96359148511	0.6877085614	0.668660284935	556	1	467	10.0016605989	10.5916139697	11.2468139225	1.24515332361	0.655199371056	173	36	413	9.85108440272		9.26013913779	-0.590934734996		165	0	154	12.201724716	12.0124281441	12.689784529	0.488057336137	0.677356634139	278	59	512	10.7687509542	11.7704531108	10.543556993	-0.225200724662	-1.22689611778	78	23	181	0.765950912434	-0.15384949581
LTBR	11.457445481		12.5517519094	1.09431690888		125	0	76	11.4185139266	12.8523986265	13.4488453888	2.03033146224	0.596446762257	9	19	407	8.78089616279	8.51031325957	8.91626535962	0.135369196828	0.405952100047	929	5	689	11.2993013346	11.6505698596	12.0743005973	0.774994498447	0.42372854464	178	112	1097	11.535819108	12.6592795173	12.7339372302	1.19811841925	0.0746580099503	303	51	382	11.8351561329	12.5648808869	13.0213826735	1.18622732372	0.455772327434	271	12	182	11.4920161277	11.5136762962	12.827766	1.33574987236	1.31408638333	27	72	529	12.5551785587	12.4866484905	12.9049209622	0.349673742055	0.418247948167	110	50	371	11.6324792286	12.6062507502	12.9975154474	1.36503621876	0.391264697199	287	59	515	11.6842490624	12.718178354	13.3094754286	1.62522636628	0.569994604037	165	4	179	11.5163671005	12.5725775768	12.7119522913	1.19558055002	0.139374714521	100	51	495	11.5268718365	11.981477916	12.5793495594	1.05247692928	0.597871643464	556	1	467	11.5888553904	12.5848676851	12.879082937	1.29022754662	0.294163988405	173	36	413	9.50055552292		10.1346506685	0.634129232067		165	0	154	11.4562917139	11.9723680668	12.5467160181	1.09042421046	0.574348042691	278	59	512	11.2134580113	12.4674672264	12.6512929232	1.43779969086	0.183825696828	78	23	181	1.19090393687	0.412100024107
OSMR	11.3548415556		10.5612689979	-0.793440424159		125	0	76	10.4224290051	11.6262697331	10.8416830025	0.419253997444	-0.784586730608	9	19	407	8.78343815603	8.51868009752	9.25234850155	0.468910345525	0.733668404031	929	5	689	11.2999867532	11.6376231376	11.2933683447	-0.00663992154995	-0.344278221265	178	112	1097	10.3394722909	9.69552258791	9.43397664958	-0.905495625109	-0.261545922084	303	51	382	10.3877673533	11.4117042968	12.5840500289	2.19634300271	1.16801827906	271	12	182	11.4611718573	10.7331623407	13.1457663632	1.68459450582	2.41260296953	27	72	529	10.6798477835	10.391698471	9.96690648875	-0.713005200088	-0.4248193691	110	50	371	11.8223997438	12.6598535377	13.3593784264	1.53697868268	0.699524888745	287	59	515	10.1665079703	12.4396263674	12.7252208486	2.5587128783	0.265922157607	165	4	179	10.7202266305	10.8478219691	10.6523201049	-0.0680811261756	-0.195501864155	100	51	495	10.3319846337	10.9406201291	9.79400766212	-0.537976971575	-1.14661246695	556	1	467	10.234195222	10.80676773	12.0619412081	1.82774598608	1.25468429266	173	36	413	8.60952637868		9.38014939852	0.77062740777		165	0	154	10.7577421287	9.90122427752	10.8518672752	0.0940677683564	0.950649555034	278	59	512	10.7741535831	11.2267451186	10.4650732105	-0.309097284357	-0.761671908109	78	23	181	0.2566608829	-0.228523893119
SLC12A7	10.3969655732		11.140684593	0.744689067186		125	0	76	10.4561008308	11.4010580155	11.9478735767	1.49177274586	0.546815561168	9	19	407	10.1285738775	9.69022507207	9.74234051144	-0.386233366018	0.0521154393664	929	5	689	10.8298703797	11.475650337	12.0943948928	1.26452450651	0.618744555674	178	112	1097	11.0397948846	12.5713380314	12.4864055004	1.44661061888	-0.084932527928	303	51	382	9.54897403576	12.8257197819	12.6454210372	3.09653738733	-0.180952872119	271	12	182	12.2981281666	11.743368097	13.3631633974	1.06503523079	1.6196995981	27	72	529	12.7163895921	11.657849651	12.8683540325	0.151958121641	1.2104582603	110	50	371	11.1099613185	12.1967962417	13.0078598921	1.89789857363	0.811063650371	287	59	515	11.2266504402	13.4025082646	13.2511496216	2.02449918138	-0.152190917907	165	4	179	10.9589461155	11.4774347564	11.7797688673	0.820798243477	0.302334110918	100	51	495	10.6124452428	10.9055037337	10.9361411399	0.323695717588	0.0306374061717	556	1	467	11.5058673537	11.8534443795	12.9169887282	1.41112137456	1.05325890117	173	36	413	11.6829998885		10.5403442354	-1.14264677435		165	0	154	11.1601335554	11.2277651014	11.7330618854	0.572928264576	0.505296806697	278	59	512	10.2952178749	11.4488777433	12.0095053818	1.71424820092	0.560627638501	78	23	181	1.16477986865	0.403815458807
TSHR	4.06552499249		2.57360883646	-1.48963748009		125	0	76	1.90377311715	3.45720920707	2.1654674069	0.261694289751	-1.29174180017	9	19	407	3.70081010798	2.74596418798	6.50734688686	2.80653677888	3.76138269888	929	5	689	3.73546206752	4.96106668118	3.41338388973	-0.322085351318	-1.54768972819	178	112	1097	2.39433978408	4.08261630165	2.08427999698	-0.310057473597	-1.99833399117	303	51	382	2.15219393987	4.32079937696	3.40242369839	1.25033656375	-0.925585393785	271	12	182	2.94161543651	3.07180402197	5.59616699222	2.65455155571	2.52431142994	27	72	529	4.39973299464	2.67479490636	2.03292522948	-2.36704832029	-0.641916404883	110	50	371	2.34748748151	2.55640973602	4.09383477376	1.74634729225	1.53742503774	287	59	515	2.57258204217	3.09221864555	3.35742413451	0.78484209234	0.155324114382	165	4	179	3.38916181444	3.32604981046	2.46140625198	-0.927783742707	-0.864643558481	100	51	495	3.15895377617	4.69170360695	2.95159745035	-0.207357845065	-1.7401061566	556	1	467	2.8523447343	3.90019229742	4.03041698851	1.1780722542	0.114578219659	173	36	413	3.57327176604		3.7375104721	0.164239458032		165	0	154	12.9573872622	14.9905359057	14.8179989047	1.8606116478	-0.172536989999	278	59	512	3.38432760766	4.3818884643	2.67876956831	-0.705750889105	-1.70311889599	78	23	181	0.212966873892	-0.895114476133
TRPV2	9.70059011402		10.4035390475	0.703011574898		125	0	76	7.81689933596	9.53574021157	8.69914336703	0.882244031076	-0.836596844536	9	19	407	7.51252693893	8.98082545379	8.05901181968	0.546484880747	-0.921813634111	929	5	689	8.6120000201	8.70857208381	8.83968837483	0.227686166074	0.131115114381	178	112	1097	8.01906658062	9.54978925063	8.76152801226	0.742461432789	-0.788261237213	303	51	382	7.30258597442	8.59099814346	8.61304201244	1.31047158388	0.0202999142713	271	12	182	7.40747635602	7.4872249668	10.3859276736	2.97845131754	2.8987008498	27	72	529	7.34497758477	7.97325511821	8.61628430398	1.27130525166	0.642944071666	110	50	371	10.4521638532	12.2638742777	10.2750089964	-0.177154856783	-1.98886528133	287	59	515	7.78246058944	11.2720247914	10.6384040983	2.8559435089	-0.63377016255	165	4	179	8.04539348893	8.26706648583	7.95115943915	-0.0942365244421	-0.315907046681	100	51	495	7.65960137853	11.8031421072	12.4392735301	4.77967175106	0.636131422926	556	1	467	7.92489879348	8.97586834552	9.41676283383	1.49186404034	0.439806054297	173	36	413	6.65374559721		9.60980748929	2.95607723335		165	0	154	8.07278560591	7.95221722942	8.77695315897	0.704166284069	0.82473654769	278	59	512	8.30719740926	8.8817166773	8.38898582349	0.0817027437051	-0.4927308538	78	23	181	0.812352731933	-0.404318950241
GRID1	7.04435994917		8.06845673234	1.02410074478		125	0	76	4.98332426407	5.66000903829	4.8626440596	-0.120680204474	-0.797364978693	9	19	407	10.3844537851	10.9209825283	10.9521188845	0.567665099453	0.0311363561928	929	5	689	7.77789608466	7.90799873742	6.8482417832	-0.929654489304	-1.0597663388	178	112	1097	6.29349549911	6.86677522665	5.51484757449	-0.778647352516	-1.35192708006	303	51	382	5.79487737856	5.77055782424	5.86462921702	0.0697805044097	0.0932089255437	271	12	182	4.88669111852	5.32935245361	7.22089978562	2.3342086671	1.89154712664	27	72	529	4.6419566468	5.81299843976	5.55614981146	0.914072187625	-0.257101597648	110	50	371	6.93786102477	8.13457990588	6.31984525037	-0.618015774405	-1.81473465551	287	59	515	5.74227895824	9.17751472475	8.51420738976	2.77192843152	-0.664190831452	165	4	179	6.58139601432	7.36435175133	6.36556063144	-0.215848306174	-0.998791119887	100	51	495	7.04000402875	4.58647965772	5.29651975991	-1.74348427049	0.710040102192	556	1	467	5.8122956373	7.37535490306	6.60339611497	0.791100477666	-0.772308787189	173	36	413	8.01005485243		5.42716598622	-2.58287844251		165	0	154	9.20155624557	10.7393428092	10.9559522247	1.75440069925	0.216614241045	278	59	512	8.01434775718	8.89941929162	5.31775239977	-2.69669983586	-3.58166689185	78	23	181	-0.0254498500322	-0.784836882941
FCGRT	11.6740412527		11.2636715617	-0.41035533889		125	0	76	11.4925400703	12.9465979709	12.0943341811	0.601794110853	-0.852263789747	9	19	407	10.2428466984	10.1274661024	12.0907860225	1.84793932418	1.96331992012	929	5	689	12.3527579329	12.6553989898	12.2755263426	-0.077231680514	-0.379873210683	178	112	1097	12.1006471461	14.3880091657	13.1369474233	1.03632850978	-1.2510335098	303	51	382	10.5038058297	12.3852349135	11.7751749873	1.27219920879	-0.609414590331	271	12	182	12.1908532368	12.3629864306	13.5693647094	1.37851147253	1.20637703685	27	72	529	13.323628797	14.3225459041	13.8677200218	0.544089898529	-0.454990510934	110	50	371	12.5303959402	14.0830231873	13.230738917	0.700342976756	-0.852284270371	287	59	515	11.3064828149	13.2571178707	13.2977489995	1.99126618458	0.040630679027	165	4	179	11.6225405762	12.4059810562	11.7329373813	0.110227997839	-0.67304367492	100	51	495	11.7041171776	12.3855215052	12.3995242564	0.695407073435	0.0140027512182	556	1	467	11.8113353552	13.1639713407	12.9396625921	1.12832723683	-0.225047868581	173	36	413	10.4547443786		11.5236601989	1.06907200048		165	0	154	11.610680518	12.6477423794	12.6986043326	1.0879264626	0.0508646032638	278	59	512	12.057297789	13.6385840056	12.6425931451	0.585288214864	-0.995990860564	78	23	181	0.868335743267	-0.532202550632
TGFBR3	11.6328651698		12.2914224566	0.65874972118		125	0	76	12.7972163114	13.3206613927	10.6854275973	-2.1117887141	-2.63523379534	9	19	407	8.99721865912	9.0234274852	9.61387516019	0.616656501075	0.59044767499	929	5	689	12.4078355329	13.4765975291	10.3457601086	-2.06210436004	-3.13084647414	178	112	1097	11.2569517822	10.6589321716	9.79355529524	-1.46338160804	-0.865361997463	303	51	382	10.2336498394	11.5769495598	10.1556963644	-0.0778204757597	-1.43074789305	271	12	182	10.5952883743	12.2012890098	11.1966185042	0.601330129936	-1.00500023045	27	72	529	10.0935235595	10.8637452624	9.8691637877	-0.224405543806	-0.994591785381	110	50	371	11.6747228745	12.4784640196	9.29983952926	-2.37488334522	-3.17862449035	287	59	515	10.2833186463	11.172073198	10.981385974	0.698067327725	-0.31586788806	165	4	179	10.560651562	11.6537834482	10.3010877455	-0.259644029342	-1.35269570269	100	51	495	11.3680682853	10.0293057257	10.1976780932	-1.17039067934	0.168372367533	556	1	467	10.3329175786	11.8466137817	10.4913467517	0.158429173031	-1.36344804438	173	36	413	9.4468416033		10.2239148814	0.777073281122		165	0	154	10.5217402652	10.6440078	9.74840266263	-0.773330987607	-0.89559821863	278	59	512	11.8295821586	13.0411665368	9.31534571627	-2.51423832741	-3.72582082051	78	23	181	-0.242024786574	-1.35807187354
SEMA6B	10.248296945		11.6630803179	1.41479575035		125	0	76	8.2970411755	9.78273211117	9.0576621104	0.760620934905	-0.725070000766	9	19	407	12.0965195976	12.7957089559	11.2504768193	-0.846042778355	-1.54523213666	929	5	689	9.840519838	9.02307493856	9.11905502036	-0.721465446249	0.095777178914	178	112	1097	8.35435643254	8.92853851274	8.42868407101	0.0743277547056	-0.499854325499	303	51	382	7.68111933669	9.28299601435	9.19859848368	1.51748175909	-0.0866714696579	271	12	182	9.16309175874	8.41703232224	10.7402263814	1.57713462263	2.32319350973	27	72	529	7.49881775911	7.96381784442	9.01178965145	1.51295305936	1.04795740518	110	50	371	9.24251455268	9.67545642274	9.14292463657	-0.0995899161111	-0.532531786172	287	59	515	7.9661277456	10.6726132017	10.585590644	2.61946289836	-0.0892050713074	165	4	179	8.51852732458	8.11484450529	8.0608138231	-0.457713770717	-0.0540306821888	100	51	495	8.02227071213	8.07698599421	9.48851114241	1.46618633813	1.4115251482	556	1	467	8.41838484262	9.05423566402	9.62222436312	1.20383952051	0.567975715186	173	36	413	7.22968748012		10.3543754595	3.12468833878		165	0	154	8.84003494014	7.15939186804	9.21583700311	0.375799351543	2.05644665249	278	59	512	9.10322963098	10.064987255	8.74908691003	-0.354209753355	-1.31590034499	78	23	181	0.982230227706	-0.0879382704827
